3	To Keep Ukraine Free, We Need to Keep the Sanctions on Putin - Newsweek	 Credible private reports from Moscow suggest that some in Putin's inner circle—including Nikolai Patrushev, secretary of the Security Council of Russia—think their  Ukraine - war  policy has stalemated and are cautiously exploring other possibilities. To  ...  
3	U.S. vs. Russia: What a war would look like between the world's most fearsome ... - Military Times	It was a bout of brinksmanship between two nuclear-armed giants that the world has not seen in decades, and it has revived Cold War levels of suspicion, antagonism and gamesmanship. With the launch of airstrikes in Syria, Russian President Vladimir ...
3	U.S. vs. Russia: What a war would look like between the world's most fearsome ... - Military Times	It was a bout of brinksmanship between two nuclear-armed giants that the world has not seen in decades, and it has revived Cold War levels of suspicion, antagonism and gamesmanship. With the launch of airstrikes in Syria, Russian President Vladimir ...
2	Ukraine and rebels to pull back heavy weapons in move that 'could signal end ... - Telegraph.co.uk	 Talks on Friday will likely focus on an impasse over holding elections in  Ukraine's war -torn regions. The deal calls for local elections to be held in the separatist regions in tandem with the rest of the country, but Kiev has said they cannot take  ...  
2	Ukraine and Russia to Meet in Move That Could 'Signal End of War' - Newsweek	 Putin and Poroshenko to meet Ukraininan President Petro Poroshenko (L) looks back, followed by Belarussian President Alexander Lukashenko and Russian President Vladimir Putin (R) after a meeting in Minsk, February 11. The leaders will meet again on ... 
3	Ukraine Is Being Told to Live With Putin - Bloomberg View	And if the ball remains in Ukraine's court, economic sanctions against Russia may also be lifted -- Putin has made sure since last month that the war zone remains quiet. At the same time, Poroshenko will be in trouble with Europe's leaders, who would ...
3	Ukraine Rules the Skies With New Korean War-Era Chopper - Sputnik International	Ukraine's formerly innovative aerospace industry presented its newest helicopter, the Lev-1, the country's state defense holding Ukroboronprom announced on Monday. The helicopter is based on the original Bell-47 helicopter, which was made in the United ...
2	Ukraine says it may withdraw arms - The Boston Globe	 MINSK, Belarus —  Ukrainian  government forces will pull out small-caliber weapons from the  war -torn east in two days if the cease-fire holds, the defense minister said Thursday. A military conflict between government forces and Russia-backed  ...  
2	Ukraine to Pull out Small-Caliber Weapons From War-Torn East - ABC News	 In this photo taken on Monday, Sept. 21, 2015 Russia-backed separatists refuel tanks in a field near Torez, eastern  Ukraine . The  Ukrainian  government said on Thursday, Oct. 1, 2015, it will pull out small-caliber weapons from the  war -torn east in two  ...  
2	Ukraine to pull out small-caliber weapons from war-torn east - Washington Times	 In this photo taken on Monday, Sept. 21, 2015 Russia-backed separatists refuel tanks in a field near Torez, eastern  Ukraine . The  Ukrainian  government said on Thursday, Oct. 1, 2015, it will pull out small-caliber weapons from the  war -torn east in  ...  
