0	UK's first air strikes on Syria target Isis oilfields - Financial Times	 The UK has launched its first  air strikes  in  Syria , hours after MPs overwhelmingly endorsed Prime Minister David Cameron's plan to bomb what he called the “medieval murderers” of Isis. Four Tornado jets took off from the RAF's Akrotiri air base in  ...  
0	UK launches first Syria air strikes: Find out how your MP voted and what they ... - Hertfordshire Mercury	 The UK has already launched the first  Syria air strikes , following last night's decision to join the US-led coalition against Isis in Syria. The debate in the House of Commons lasted for approximately ten and a half hours and the motion was passed 397  ...  
0	Islamic State fighters killed in Syria air strikes - Vatican Radio	 (Vatican Radio) At least 32 Islamic State fighters were killed and 40 more wounded in  Syria's  Raqqa province on Sunday, in a series of  air strikes  believed to be carried out by a U.S.-led coalition targeting the jihadists. More than 15 explosions  ...  
0	US leads 20 air strikes against Islamic State in Syria, Iraq - Jerusalem Post Israel News	 WASHINGTON - The United States and its allies staged 20  air strikes  targeting Islamic State in  Syria  and Iraq on Sunday, according to the Combined Joint Task Force conducting the operations. In a statement on Monday, the US-led coalition said nine  ...  
0	Airstrikes target IS de facto capital of Raqqa in Syria - The Seattle Times	 BEIRUT (AP) —  Airstrikes  hit several positions of the Islamic State group in its de facto capital of Raqqa in northern  Syria  on Sunday, killing and wounding at least 15 people, opposition activists and social media pages loyal to IS said. The Britain  ...  
0	Dozens of Isis fighters killed in US-led Syria airstrikes, monitors say - The Guardian	 At least 32 Islamic State fighters have been killed and 40 more wounded in  Syria's  Raqqa province after a series of targeted  airstrikes  believed to have been carried out by a US-led coalition, a monitoring group said. More than 15 explosions hit Isis  ...  
0	At Least 32 ISIS Fighters Killed in Airstrikes on Syria - NBC New York	 A series of  airstrikes  on the ISIS stronghold of Raqqa,  Syria , killed at least 32 ISIS fighters and wounded some 40 others, NBC News reported. The  airstrikes , believed to have been carried out by a U.S.-led coalition, resulted in more than 15  ...  
0	Syria air strikes 'kill 26 civilians' - BBC News	  Syrian  activists say at least 26 civilians, including children, have been killed in the north-east of the country by  air strikes  possibly carried out by the US-led coalition. The  Syrian  Observatory for Human Rights, a UK-based monitoring group, says  ...  
0	Russia launches new air strikes in Syria - SFGate	 MOSCOW — Russia has unleashed another barrage of  air strikes  against targets in  Syria , including the first combat launch of a new cruise missile from a Russian submarine in the Mediterranean Sea, the country's defense minister said Tuesday. The Kalibr ... 
1	Syria vote: Philip Hammond says British air strikes could start on Thursday as ... - The Independent	" British planes were flying reconnaissance missions over  Syria  even before MPs approved  air strikes  in the country, the Foreign Secretary has revealed. Philip Hammond told Channel 4 News that new RAF missions would launch “very quickly"" and were ... "
1	Britain joins Syria air war; Putin vows more sanctions on Turkey - Reuters	 British Tornado jets took off from the Royal Air Force base at Akrotiri in Cyprus before dawn, hours after parliament in London voted 397-223 to support Prime Minister David Cameron's plan to extend  air strikes  from Iraq to  Syria . Britain said they  ...  
1	British air strikes in Syria: RAF launches first bombing against Isis hours ... - The Independent	 Four RAF Tornado jets took off from RAF Akrotiri in Cyprus, equipped with a combination of 500lb Paveway bombs and Raptor survellience pods, according to a BBC correspondent on the ground. A pair of jets returned to the base at 3am without their ... 
1	RAF's Syria air strikes 'have dealt real blow to Isis financing' - Evening Standard	"  Air strikes  on oil wells in  Syria  have dealt a ""real blow"" to the financing of terror group Islamic State, Defence Secretary Michael Fallon has said. The RAF carried out bombing raids on the Omar oil field hours after MPs had given their approval for  ...  "
1	Syria conflict: Number of foreign fighters 'doubled in 16 months' - BBC News	 The number of foreign fighters in  Syria  has gone up from 12,000 to at least 27,000 since June 2014, according to a new report by a security consultancy. The report from the Soufan Group says Arab countries supply the greatest number of recruits  ...  
1	Syria conflict: Rebels leave Homs under truce - BBC News	 An estimated 75,000 people still live in al-Wair, down from about 300,000 before the start of the  Syrian conflict . As part of the deal, the Syrian authorities this week said they released 35 opposition fighters detained in Homs. The ceasefire involves  ...  
1	Turkey PM accuses Russia of wanting 'ethnic cleansing' in Syria - BBC News	" Turkey's prime minister has accused Russia of attempting ""ethnic cleansing"" with its  air strikes  in northern  Syria . Ahmet Davutoglu said Russia's campaign had targeted Turkmen and Sunni communities around the Latakia region. Relations between Ankara ... "
1	Vladimir Putin brings up potential use of nuclear warheads against ISIS in ... - New York Daily News	 Russian President Vladimir Putin raised the specter of nuclear warfare in  Syria  Wednesday, saying he hoped he'd never have to use the cataclysmic weapons in his fight against terrorists. The chilling threat came as Putin and Defense Minister Sergei  ...  
1	Turkish Premier Davutoglu Says Russian Airstrikes in Syria Strengthen Islamic ... - Wall Street Journal	ISTANBUL—Turkish Prime Minister Ahmet Davutoglu on Wednesday accused Russia of carrying out a campaign of ethnic cleansing against the Turkmen minority in  Syria  with a unilateral bombing campaign that has only strengthened Islamic State. In blunt ...
